id,name,common_name,calories,protein,carbs,fat,sodium
M2500101,葵花籽油,,884,0,0,100,
M2500201,葵花籽油(多種維生素強化),,883,0,0,99.9,
M2500301,高油酸葵花籽油,,883,0,0,99.9,
M2600101,葡萄籽油,,884,0,0,100,
M2700101,橄欖油,,884,0,0,100,
M9900101,烤酥油,,883,0,0,99.9,
M9900201,調合植物油,蔬菜油,887,0,0,100.3,
M9900301,中鏈脂肪酸油,,883,0,0,99.9,
N0100101,方糖,,385,,99.6,,2
N0100201,冰糖,,387,,99.9,,1
N0100301,紅砂糖,紅糖,384,0,99.3,0.5,1
N0100401,黑砂糖,黑糖,369,0.5,95.3,0.7,10
N0200101,麥芽糖,,325,,84.1,,0
N0300101,果糖,高果糖糖漿,297,,76.9,,0
N0400101,果寡糖,,300,,77.5,,0
N0600101,楓糖,,258,0.1,66.6,0.1,1
N0700101,蜂蜜(冬蜜),,315,0.1,81.5,0.1,
N0700201,蜂蜜(春蜜),,308,0.2,79.6,0.2,
N0800101,黑糖蜜,,280,0.2,72.4,0,2
N0900101,冬瓜糖磚,,360,,93.1,,18
O0100101,西瓜汁(非原汁),,30,1.1,6.1,0.1,1
O0100201,芭樂汁(非原汁),,45,0.2,11,0.1,24
O0100301,柳橙汁(非原汁),,50,0.1,12.3,0.1,22
O0100401,柳橙汁(100%),,48,0.6,10.7,0.3,8
O0100501,烏梅汁,,58,0.3,13.8,0.2,10
O0100601,黑棗茶,,46,0,11.6,,3
O0100701,楊桃汁(非原汁),,49,0,12,0.1,149
O0100801,葡萄柚汁(非原汁),,41,0.2,9.7,0.2,24
O0100901,鳳梨汁(非原汁),,48,0.3,11.3,0.2,33
O0101001,蔓越莓汁(非原汁),,45,0.9,10,0.1,9
O0101101,檸檬汁(非原汁),,33,0.8,7.1,0.1,1
O0101201,蘋果汁(非原汁),,47,0.1,10.9,0.4,14
O0101301,蘋果汁(100%),,51,0.1,12.2,0.2,1
O0200101,蕃茄汁(非原汁),,22,0.7,4.4,0.2,98
O0200201,仙草蜜,,35,0,8.8,0,48
O0200301,薑母茶,,28,,7,,26
O0200401,蘆薈露飲料,,44,0,10.9,,8
O0200501,黑豆茶,,13,,3.2,,3
O0200601,龜苓茶,,33,0,8.3,0,18
O0200701,麥茶,,18,,4.4,,18
O0200801,黑麥汁,,52,0.3,12.6,0,6
O0400101,果汁醋飲料(綜合),,37,,9.3,,42
O0600101,可樂,,51,,12.8,,7
O0600201,可樂(低熱量),,1,,0.3,,10
O0600301,沙士,,37,,9.2,,5
O0600401,加鹽沙士,,41,0.8,9.4,0,17
O0600501,沙士(低糖),,43,0,10.9,0,
O0600601,汽水(綜合口味),,42,,10.6,,8
O0600701,汽水(維生素強化),,46,,11.5,,10
O0700101,美式咖啡(無糖),,2,0.2,0.3,0.1,2
O0700201,無糖咖啡飲料,,4,0.2,0.5,0.1,16
O0700301,拿鐵咖啡(無糖),咖啡牛奶,43,3,3.4,2,28
O0700401,咖啡(三合一),咖啡牛奶,39,0.9,8.2,0.4,25
O0700501,紅茶茶湯,,0,0.1,0,,
O0700601,紅茶(大麥),,34,0,8.6,,8
O0700701,紅茶(蘋果),水果茶,37,0,9.2,,5
O0700801,烏龍茶茶湯,,0,0,0,,
O0700901,烏龍茶,,0,0.1,0.1,,7
O0701001,"烏龍茶(去冰,微糖)",,16,0.1,3.8,0,
O0701101,"烏龍茶(去冰,半糖)",,21,0.1,5.2,0,
O0701201,"烏龍茶(去冰,全糖)",,36,0.1,8.8,0,
O0701301,綠茶茶湯,,0,0.1,0,,
O0701401,綠茶,,22,0,5.4,,9
O0701501,鮮奶茶(無糖),紅茶拿鐵,27,2,1.4,1.4,12
O0701601,奶茶(三合一),,42,0.5,9.5,0.3,18
O0701701,"烏龍奶茶(去冰,微糖)",,59,0.2,8.1,2.9,
O0701801,"烏龍奶茶(去冰,半糖)",,62,0.2,9.6,2.6,
O0701901,"烏龍奶茶(去冰,全糖)",,75,0.2,12.3,2.8,
O0702001,"珍珠奶茶(去冰,微糖)",,75,0.2,13.5,2.3,
O0702101,"珍珠奶茶(去冰,半糖)",,84,0.2,14.5,2.7,
O0702201,"珍珠奶茶(去冰,全糖)",,94,0.2,17.9,2.4,
O0702301,奶茶沖泡包(三合一),,452,1.7,82.3,12.9,245
O0702401,茉莉花茶湯,香片,0,0.1,0,,
O0702501,茉莉花茶,,28,0.1,7.1,,19
O0702601,菊花茶,,30,0,7.4,,17
O0702701,多多綠茶(全糖),,49,1.1,11,0.1,10
O0702801,冬瓜茶,,33,0,8.3,,16
O0702901,乳酸飲料,,45,0.2,11,0,20
O0703001,維生素強化飲料(胡蘿蔔素),,39,0,9.9,,8
O0703101,維生素強化飲料(綜合),,54,0.2,13.4,,38
O0703201,維生素強化飲料(維生素C),,57,,14.3,,2
O0703301,運動飲料,,28,0.1,7,,41
O0703401,米醋飲料,,52,,13,,63
O0900101,即溶咖啡粉,,363,16.6,71.2,1.3,86
O0900201,咖啡沖泡包(二合一),,491,6.8,63.6,23.3,100
O0900301,咖啡沖泡包(三合一),,437,4.8,83,9.5,43
O0900401,紅茶沖泡包(檸檬),,398,,99.5,,6
O0901501,薑茶沖泡包,,399,0.3,98.7,0.3,14
O0901601,抹茶粉,綠茶粉,361,23.4,63,6.4,4
O0901701,可可粉,,464,20.8,43.8,22.8,26
O0901801,小麥草粉,小麥苗粉,370,34,41.9,7.4,8
O9900301,椰奶,,49,0.2,7.4,2.1,19
P0100101,八角,"大茴,茴香",360,4.9,76.2,3.9,19
P0100201,小茴香粉,孜然粉,411,19.5,37,25.8,241
P0100301,山葵粉,,387,10.1,72.9,6.1,13
P0100401,五香粉,,363,8.7,68.1,8.9,98
P0100501,甘草粉,,341,9.2,73.4,3.6,109
P0100601,肉桂粉,,343,4.2,78.8,2.9,10
P0100701,西洋芹菜片,,315,24.4,49.9,6.8,91
P0100801,花椒粉,,369,10,63.2,9.2,565
P0100901,洋香菜片,,312,24.4,47.7,7.5,28
P0101001,洋蔥粉,,377,8.1,82.1,1.8,34
P0101101,白胡椒粉,,342,3.7,78.8,1.1,120
P0101201,紅胡椒粒,,376,5.9,59.3,13.7,81
P0101301,黑胡椒粉,,372,11.6,67.7,6.7,7
P0101401,綠胡椒粒,,379,11.3,68.4,7.3,1179
P0101501,迷迭香粉,,432,5.9,59.8,21.9,5
P0101601,荳蔻粉,,448,6.7,50.6,26.2,15
P0101701,蒜粉,,332,18.1,71.9,0.4,74
P0101801,辣椒粉,,387,14.7,59.1,14.1,12
P0101901,薑黃粉,,358,14.6,69,2.7,5
P0102001,薑粉,,333,10.4,70.5,3.6,2849
P0102101,羅勒片,,289,23.3,46.1,5.8,26
P0102201,花椒粒,,359,10.3,53.6,12.5,2780
P0200101,七味唐辛子,,463,15.8,45.8,24.1,39
P0200201,沙茶粉,,507,15,47,28.8,2143
P0200301,豆酥,,540,30.1,19.2,38.1,3129
P0200401,咖哩粉,,417,13.9,58.5,14.1,552
P0200501,咖哩塊,,515,5.6,45.4,34.5,4180
P0200601,油蔥酥,,518,7.4,57.1,28.8,30
P0200701,梅子粉,,286,2,60.8,3.9,10507
P0200801,椰子粉,,629,7.2,27.8,60.3,29
P0200901,蒜頭酥,,452,11.7,61.2,17.8,32
P0201001,糖粉,,399,0,99.3,0.2,1
P0201101,椰漿,,208,1.1,0,23.1,23
P0201201,黃耆水,,14,0.9,2.9,0,2
P0201301,黃耆片,,321,14.9,68.7,1.6,16
P0201401,陳皮,,349,6.9,74.8,2.4,3
P0201501,山楂,,345,1.9,78.7,2.5,12
P0300101,岩鹽,,2,0,0.4,0.1,34468
P0300201,低鈉鹽,,11,0,2.8,0,18341
P0400101,味精,,251,44.5,18.1,,11656
P0400201,高鮮味精,,269,45,22.3,,11879
P0400301,鮮雞精,,267,10.8,33.3,10.1,17522
P0400401,鰹魚粉,,240,21.9,35.8,1,15888
P0500101,高湯塊(排骨),,363,12.5,24.5,23.9,14158
P0500201,高湯塊(雞肉),,340,14.7,14.5,24.8,16862
P0500301,高湯(豬大骨),,49,4.2,6.6,0.7,4472
P0500401,低脂高湯,,2,0.3,0.3,0,406
P0500501,素食高湯,,17,0.3,4,0,1286
P0600101,米醋,,10,,2.4,,8
P0600201,糯米醋,,17,0.1,4.1,0,81
P0600301,高梁醋,,27,,6.8,,3
P0600401,薏仁醋,,13,,3.3,,183
P0600501,紅醋,紅酢,5,0.3,0.8,0,7
P0600601,香醋,,3,,0.7,,103
P0600701,烏醋,,37,0.5,8.7,0,1571
P0600801,素食烏醋,,42,,10.4,,2131
P0600901,壽司醋,,181,,45.2,,2159
P0700101,醬油,,90,7.8,14.7,,4997
P0700201,薏仁醬油,,83,9.3,11.5,,4774
P0700301,黑豆醬油,"黑豆蔭油,蔭油",114,7.5,20.6,0.2,4077
P0700401,淡色醬油,,78,7.1,11.5,0.4,5278
P0700501,薄鹽醬油(低鈉),低鹽醬油,77,7.4,11.9,,3508
P0700601,薄鹽醬油(低鈉高鉀),,56,6.5,7.6,,3260
P0700701,醬油膏,,103,6.8,19,,4050
P0700801,黑豆油膏,蔭油膏,146,7.8,28.6,0.1,3010
P0700901,薄鹽黑豆醬油膏,,124,7.6,23.3,0.1,2964
P0800101,味醂,"米醂,米霖",220,0.5,54.5,0,108
P0800201,鮮味露,,75,20.1,0,0.1,7803
P0800301,蠔油,,156,6.5,32.2,0.1,5847
P0800401,魚露,,64,10.2,5.3,0.2,8908
P0900101,紅辣椒油,,899,0,0.1,99.8,0
P0900201,香油,,883,,0,99.9,
P0900301,蝦油,,56,7.4,6.4,0.1,8411
P1000101,干貝醬,XO醬,558,16.7,8,51,1109
P1000201,牛肉醬,,507,17,22.2,38.9,989
P1000301,肉燥,,397,9.5,4.2,38.1,941
P1000401,素肉燥,,483,12.4,12.5,42.6,1056
P1000501,義式乳酪醬,,216,8.8,6.9,17,403
P1000601,炸醬,,398,14.6,6.7,34.7,3545
P1000701,素食炸醬,,391,13.9,4.5,35.3,3474
P1000801,海苔醬,,223,6.4,49.3,0,1985
P1000901,麻醬,芝麻醬,643,20.8,21.3,52.8,4
P1001001,速食乾麵麻醬包,,676,13.2,11.8,64,1716
P1001101,白醬,,61,1.2,6.8,3.2,934
P1001201,青醬,,83,0.9,7.7,5.4,1211
P1001301,蕃茄義大利麵醬,,70,3.2,8.9,2.5,768
P1001401,五味醬,,140,1.3,31.9,0.8,1947
P1001501,牛排醬,,130,2.5,30.1,0,2113
P1001601,羊肉爐醬,,130,7.3,8.9,7.2,2945
P1001701,沙茶醬,,729,10.2,10.4,71.8,421
P1001801,素沙茶醬,,670,7.6,11.4,66,1991
P1001901,黃芥茉醬,,74,4.1,6.2,3.7,1154
P1002001,山葵醬,芥茉醬,338,1.1,70.2,5.9,265
P1002101,金桔醬,,84,0.5,19.5,0.4,1750
P1002201,海鮮醬,,228,1.8,50.3,2.2,2271
P1002301,烤肉醬,,157,5.2,32.1,0.8,2604
P1002401,排骨醬,,221,2.3,43.1,4.4,4196
P1002501,甜辣醬,,116,1,28.1,0,1968
P1002601,甜麵醬,,216,4.5,44,2.4,1870
P1002701,朝鮮醬,,106,1.6,19.7,2.3,1502
P1002801,黑胡椒醬,,117,2.5,25.5,0.5,1762
P1002901,日式照燒醬,,227,3,52.6,0.5,1840
P1003001,蒜蓉醬,,282,4.2,21.2,20,817
P1003101,辣蒜蓉醬,,78,2.3,7.8,4.2,5043
P1003201,辣椒醬,,83,2.6,11.5,2.9,4948
P1003301,蔥醬,,149,2.2,19.5,6.8,1122
P1003401,糖醋醬,,131,1.9,25.1,2.6,1858
P1003501,蕃茄醬,,114,1.6,26.7,0.1,1116
P1003601,薑蓉醬,,65,1,9.4,2.6,646
P1003701,蘑菇醬,,58,1.5,7.7,2.4,355
P1003801,米豆醬,,128,7.4,17.9,3,4354
P1003901,蒜味豆豉醬,,270,9.5,19.7,17,3150
P1004001,豆酥醬,,671,12.2,10.4,64.5,1207
P1004101,豆瓣醬,,178,14.2,12.2,8.1,5042
P1004201,辣豆瓣醬,,100,4.5,13.1,3.3,4380
P1004301,紅麴醬,,163,4.6,35,0.5,2687
P1004401,韭花醬,,29,2.1,4.5,0.3,5063
P1004501,香椿醬,,507,8.1,2.3,51.7,962
P1004601,麻婆醬,,190,2.9,23.1,9.5,1753
P1004701,蝦醬,,99,19.6,1.3,1.7,10132
P1100101,沙拉醬,,645,1.9,11.4,65.7,980
P1100102,沙拉醬(2021年取樣),蛋黃醬,630,1.9,16.8,61.7,687
P1100201,無蛋沙拉醬,,479,1.8,19,44,549
P1100202,無蛋沙拉醬(2021年取樣),,631,0.3,22.9,59.8,350
P1100301,千島沙拉醬,,515,1,16.7,49.3,631
P1100401,和風沙拉醬,,129,2.1,26.3,1.7,2853
P1100501,凱撒沙拉醬,,337,1.4,17.3,29.1,1275
P1200101,味噌,,215,10.6,33.1,4.5,4153
P1300101,法式奶酥醬,,596,6.7,37.6,46.5,177
P1300201,巧克力醬(液體),,277,2,65.4,0.8,68
P1300301,草莓果醬,,272,0.4,65,1.2,22
P1300401,葡萄果醬,,261,0,60.9,1.9,52
P1300501,柚子果醬,,268,0.6,64.5,0.8,81
P1300601,桑葚果醬,,227,0.9,54.9,0.4,1
P1300701,白芝麻麵包醬,,685,20,15.3,60.4,30
P1300801,黑芝麻麵包醬,,667,10.6,27,57.4,107
P1300901,花生醬,,657,24,17.9,54.3,306
P1301001,洋蔥麵包醬,,276,1,9.5,26.1,535
P1301101,法式香蒜醬,,791,1.1,3.8,85.7,477
P1301201,無糖黑芝麻醬,,612,20.7,17.7,56,2
P1400101,液體奶精,奶精,262,3.9,2.5,26.3,217
P1400102,液體奶精(2021年),奶精,242,2.2,4.2,24,122
P1400201,奶精粉,"奶精,植物性奶精",544,2.2,59.5,33,158
P1400202,奶精粉(2021年),奶精,550,2.1,57.6,34.6,243
P1400301,奶精粉(低脂),"奶精,植物性奶精",450,2.1,75.2,15.7,99
P1500101,炸排粉,,344,11.9,70,1.8,2927
P1500201,炸雞粉,,333,8.3,71,1.7,3790
P1500301,蒸肉粉(五香),,350,10.3,74.8,1.1,1211
P1500401,熱狗粉,,355,8.4,78.4,0.9,315
P1500501,麵包粉,,370,14.4,74.6,1.5,256
P1500601,酵母粉,,347,46.3,40.4,0,140
Q0100101,冷藏寧波年糕,,220,3.9,49.7,0.6,62
Q0100201,冷藏甜年糕,,242,2.3,57.2,0.4,15
Q0100301,冷藏廣式芋頭粿,,109,2.1,21.5,1.6,242
Q0100401,冷藏廣式蘿蔔糕,菜頭粿,111,2.2,20.4,2.3,251
Q0100501,包餡甜麻糬(紅豆),,329,10,65.7,2.9,44
Q0200101,鹹麻糬,,248,8.7,43.2,4.5,272
Q0300101,芋仔餅,,354,4.6,56.6,12.1,8
Q0300201,月餅(棗泥),,419,6,57.9,18.2,120
Q0300301,綠豆凸,綠豆椪,394,6.9,55.8,15.9,14
Q0300401,蕃薯餅,,331,3.9,54.9,10.6,24
Q0400101,車輪餅(紅豆),,187,2.1,42.3,1.1,108
Q0400201,車輪餅(菜脯),,183,1.4,31.6,5.7,467
Q0500101,太陽餅,,460,5.3,63.6,20.5,3
Q0500201,牛舌餅,,411,5.7,67.4,13.2,66
Q0500301,蛋黃芋頭酥,,217,3.1,44.2,3,34
Q0500401,蛋黃酥,,461,11.4,44.5,26.4,196
Q0500501,鳳梨酥,,484,4.2,62,24.4,59
Q0500601,蘿蔔酥,,427,7.5,52.3,20.9,72
Q0600701,鳳眼糕,,379,3.8,89,0.8,1
Q0600801,米?,豬油?,442,2.6,76.9,13.7,34
Q0700101,可頌,,452,7.3,47.1,26.1,360
Q0700201,泡芙(巧克力),,590,10.3,46.2,40.4,146
Q0700301,蛋塔,,376,4.1,41.1,21.7,85
Q0700401,蛋塔(葡式),,375,3.7,31.9,25.8,119
Q0700501,鬆餅,,257,3.2,55.1,2.6,228
Q0800101,冷凍馬拉糕,,320,7.1,44,12.9,166
Q0800201,銅鑼燒,,332,3.4,57.2,9.9,123
Q0800301,冷凍馬蹄條,,194,4.2,40.1,1.9,277
Q0900101,乳酪蛋糕,,296,7,19.1,21.3,153
Q0900201,海綿蛋糕(圓形),,344,5.1,40.2,18.1,208
Q0900301,提拉米蘇(圓形),,328,4.4,21.1,25.1,105
Q0900401,蜂蜜蛋糕(原味),,346,6.5,47.4,14.5,76
Q0900501,蜂蜜蛋糕(巧克力),,341,6.9,43.1,15.6,134
Q0900601,蜂蜜蛋糕(起司),,352,7.4,39.9,18.1,170
Q0900701,黑森林蛋糕,巧克力鮮奶油蛋糕,277,4.2,25,17.8,76
Q1000101,土司,,289,9.5,48.6,6.3,443
Q1000201,土司(含全穀粉),,292,10,49.2,6.1,355
Q1000301,紅豆土司,,319,9.2,47.7,10.2,290
Q1000401,奶酥麵包,,377,9.1,49.8,15.7,215
Q1000501,肉鬆麵包,,429,8.1,47.6,22.9,417
Q1000601,蜜糖甜甜圈(波/摩堤),波(摩)堤,396,2,50.6,20.7,389
Q1000701,糖粒甜甜圈(油炸),,401,5.3,50.3,19.8,265
Q1000801,菠蘿麵包,,378,9.2,51.5,15,204
Q1000901,葡萄乾奶酥麵包,,306,8.4,50.4,7.9,251
Q1001001,漢堡包,,322,9.1,54.9,7.4,286
Q1001101,餐包,,365,7.2,50.5,14.9,206
Q1001201,雙胞胎麵包,,341,8.4,59.6,7.7,35
Q2100101,仙草凍,,19,0.9,3.7,0.1,71
Q2100102,仙草凍(2020取樣),,19,0.3,4.1,0.2,56
Q2100201,咖啡凍,,75,0.1,18.1,0.2,13
Q2100301,果凍,,91,,22.3,0.2,30
Q2100401,原味愛玉凍,"愛玉,草子仔,草枳子,天拋藤,玉枳,枳子,天拋,風不動",2,,0.4,,13
Q2100501,檸檬愛玉凍,"愛玉,草子仔,草枳子,天拋藤,玉枳,枳子,天拋,風不動",53,,13.1,,28
Q2100601,粉粿,,65,0,15.5,0.1,30
Q2102101,鮮奶布丁,白布丁,110,3,13.1,5.1,54
Q2102201,烤布丁,,138,4.7,13.8,7.1,63
Q2102301,黃布丁,雞蛋布丁,110,2.3,17.3,3.5,66
Q2104101,豆花(花生),,60,2,10.9,0.9,8
Q2104201,傳統豆花(未加糖),,39,3.2,2.1,1.9,22
Q2106101,羊羹,,289,3,67.6,0.7,38
Q2200101,巧克力冰淇淋,,192,4.2,19.9,10.6,80
Q2200201,香草冰淇淋,,182,2.5,22.6,9.1,102
Q2200301,紅豆牛奶冰棒,,155,3.5,24.3,4.9,25
Q2300101,花生仁湯,,108,2.8,12.7,5.1,51
Q4100101,方塊酥,"恩典酥,方塊酥",509,7.1,66.1,24.1,4
Q4100201,夾心餅乾(草莓),,517,4.8,62.8,27.4,303
Q4100301,捲心酥,,490,6.1,71.7,19.9,73
Q4100401,蛋捲(芝麻),,549,6.8,55.5,33.3,225
Q4100501,煎餅,,444,6.3,78.3,11.7,162
Q4100601,營養口糧,,424,6.8,79.7,8.7,333
Q4100701,蘇打餅乾(蔬菜),,512,7.8,64.5,24.7,388
Q4200101,玉米餅乾(原味),,504,7.6,63.8,24.3,314
Q4200201,洋芋片,,553,5.2,55.8,34.3,383
Q4200301,魚酥,,564,8.3,50.3,36.6,695
Q4200401,零食泡麵,,484,11.3,61.3,21.5,1872
Q4300101,雪餅,,487,5.8,72.3,19.4,385
Q4900101,沙其馬,,487,5.6,60.2,24.8,128
Q6100101,牛奶巧克力,,546,9.4,54,32.6,101
Q6100201,花生牛奶巧克力,,489,13,56.9,23.2,50
Q6100301,榛果牛奶巧克力,,590,9,47.5,40.4,45
Q6100401,糖衣牛奶巧克力,,481,4.8,73.6,18.6,61
Q6100501,白巧克力風味糖,,562,8.6,53.8,34.7,109
Q6100601,黑巧克力(85%),,613,10.9,38.7,46.1,5
Q6200101,白芝麻糖,,521,8.4,62.9,26.2,4
Q6200201,黑芝麻糖,,536,8.5,57,30.4,50
Q6200301,花生糖,,562,17.9,43.3,35.3,183
Q6200401,花生貢糖,,511,13.5,55,26.3,118
Q6200501,牛軋糖,,477,9.7,60.8,21.7,316
Q6200601,核棗糕,,425,2.5,71.1,14.6,47
Q6300101,水果軟糖,,411,1.3,82.6,8.4,4
Q6300201,水果QQ軟糖,,343,6.8,78.3,0.2,28
Q6310101,牛奶軟糖,,424,2.9,78,11.1,101
Q6310201,巧克力牛奶軟糖,,422,3.4,76.7,11.3,119
Q6400101,太妃糖,,438,2.7,75.6,13.9,211
Q6400201,蓮藕糖,,395,0.2,97.8,0.4,43
Q6400301,枇杷糖,,394,0.2,98,0.1,14
Q6400401,苦茶糖,,396,0.1,98.5,0.2,7
Q6400501,薑糖,,359,0.3,84,2.5,93
Q6400601,巧克力夾心糖,,403,0.7,93.7,2.8,21
Q6800101,維生素C口含錠(檸檬),,399,0.2,98.3,0.6,9
Q6800201,酵母菌咀嚼錠,,391,23.6,61.4,5.6,186
Q6900101,乳酸球,,474,3.8,66.1,21.7,35
Q6900201,羊乳片,,410,23.4,56.6,10,319
Q6900301,紅豆球,,351,7.1,78.4,1,13
Q6900401,綠豆球,,346,6.2,77.9,1.1,16
Q6900501,棉花糖,,331,3.2,78.9,0.3,16
Q8100101,甘薯蜜餞,,347,0.9,84.3,0.6,163
Q8100201,芒果青,,223,0.6,54.2,0.4,149
Q8100401,芭樂果乾,,347,1.1,85.2,0.2,368
Q8100501,鳳梨果乾,,348,2,84.6,0.3,182
Q8100601,檸檬果乾,,344,0.8,84.6,0.2,292
Q9100101,豆干丁(五香),,383,35.4,19.6,18.1,988
Q9100202,豆干片(沙茶),,464,16.2,36.4,28.2,686
Q9900101,布丁粉,,419,2.7,86.1,7.1,231
Q9900201,冰淇淋粉(香草),,430,15.9,65.3,11.7,583
Q9900301,起酥片,,404,6.7,33.8,26.9,205
R0100101,廣東粥,,81,4.9,9.1,2.8,271
R0200101,冷凍火腿炒飯,,189,5,29.7,5.6,220
R0200201,冷凍蝦仁炒飯,,148,4.7,24.6,3.4,222
R0300101,三角飯糰(肉鬆),,219,5.8,36.6,5.5,224
R0300201,糯米飯糰,,335,5.9,38.3,17.6,393
R0300301,壽司(豆皮壽司),稻禾壽司,194,6.3,31.7,4.7,276
R0400101,肉粽,,235,8.2,30.7,8.8,343
R0400201,鹼粽,,131,2.1,26.8,1.7,214
R0500301,冷凍筒仔米糕,,212,6.5,33.6,5.8,331
R0500401,筒仔米糕,,246,6.6,35.5,8.6,299
R0600101,豬血糕,米血糕,194,8.6,37.8,0.9,414
R0600201,鴨血糕,米血糕,193,6.7,39.1,1.1,1739
R0700101,肉圓,肉丸,136,3.1,27.3,1.6,217
R0700201,清蒸蝦仁肉圓,肉丸,152,4.6,16.7,7.4,429
R0800101,甜酒釀,,163,5,34.8,0.4,2
R0800201,紫米酒釀,,155,4.2,33.6,0.4,1
R0900101,冷凍芝麻湯圓,,352,4.8,46.7,16.3,3
R0900201,冷凍花生湯圓,,350,5.2,47.1,15.6,6
R0900301,冷凍豬肉湯圓,,281,6.5,36.6,12.1,210
R1100101,免煮飯,,168,3.2,37.1,0.3,16
R1100201,埔里米粉,,358,0.5,87.7,0.5,3
R1100301,細米粉,,355,0.4,87.2,0.6,197
R1100401,濁水米粉,,357,5.3,81.1,1.3,209
R1100501,米粄條,美濃粄條,129,1.1,29.2,0.9,82
R1100601,米苔目,,121,0.6,29.6,0.1,10
R1100701,粿仔條,,193,0.5,45,1.2,15
R1300101,米漿(散裝),,62,0.6,13.7,0.5,2
R1300201,保久米漿,,62,1,11.3,1.5,21
R1300301,糙米漿,,71,1.3,11.6,2.2,20
R1300401,糙秈米漿,,68,0.9,11.4,2.1,28
R1300501,糯米漿,,51,0.8,10.2,0.8,27
R1300601,黑糯米漿,,50,0.4,11.6,0.2,14
R1310101,米漿粉,,444,9.1,74.3,12.3,3
R1500101,燕麥奶,,44,1,8.1,0.8,14
R1600101,玉米粒罐頭,,90,2.3,16.9,1.4,208
R1600201,玉米醬罐頭,,66,1.4,14,0.4,276
R1700101,麵筋(未調味),,643,42.5,0,53,7
R1700201,麵腸(未調味),,138,20.6,9.7,1.9,47
R1800101,水餃皮,,264,7.8,57,0.5,629
R1800201,春捲皮,,241,8.3,50.4,0.7,545
R1800301,餛飩皮,,271,8.3,58.2,0.5,501
R1900101,長麵線,壽麵線,310,10.7,64.3,1.1,2874
R1900201,紅麵線,,307,11.3,62.3,1.4,2813
R1900301,麵線,,350,11.7,72.4,1.5,752
R1900401,雞絲麵,,463,9.4,55,22.8,2450
R2000101,乾麵條,,350,11.6,72.5,1.5,362
R2000201,油麵條,油麵,361,11.4,76.3,1.2,712
R2000301,紅蘿蔔麵,,352,12.1,73.8,1,368
R2000401,通心麵,,359,13.8,72.6,1.4,25
R2000501,菠菜麵,,356,11.8,74.4,1.2,310
R2000601,鍋燒意麵,,479,10,58.5,22.8,990
R2000701,雞蛋麵,,358,12.5,74.8,0.9,467
R2000801,刀削麵,,267,8.4,56.2,0.9,226
R2000901,拉麵,,292,9.1,62.1,0.8,429
R2001001,意麵,,290,10.1,60.1,1,572
R2001101,衛生油麵,,163,5.5,31.2,1.8,67
R2001201,金門黃麵,,158,6.4,31.9,0.5,326
R2001301,冷凍烏龍麵,,129,3.4,28.2,0.3,192
R2001401,鍋燒麵,,120,4.5,24.6,0.4,42
R2001501,蕎麥麵(乾),,349,12.7,70.6,1.7,733
R2001502,蕎麥麵(濕),,153,6.3,28.6,1.5,136
R2100101,炒板條,,149,4.2,23.7,4.2,307
R2100201,泡麵(牛肉口味),,473,9.6,53.6,24.5,2077
R2100301,泡麵(鮮蝦口味),,475,9.6,55.5,23.8,1889
R2100401,擔仔麵,,124,4.4,11.9,6.5,312
R2200101,冷凍牛肉水餃,,215,8.9,23.1,9.7,383
R2200201,冷凍豬肉水餃,,208,8.1,22.1,9.7,447
R2200301,冷凍豬肉韭菜水餃,,229,8.4,23,11.5,439
R2200401,冷凍豬肉蟹黃水餃,,223,7.8,26,9.8,472
R2200501,冷凍香菇雞肉水餃,,221,9.5,22.7,10.2,350
R2200601,冷凍素食水餃,,175,8.7,25.8,4.1,369
R2200701,冷凍鮪魚水餃,,196,9,20.8,8.5,275
R2200801,冷凍豬肉熟水餃,,235,7.2,28.9,10.1,333
R2200901,冷凍素食熟水餃,,209,7.2,32.9,5.4,491
R2201001,冷凍冬菜蝦仁餛飩,雲吞,191,9.1,24.5,6.3,316
R2201101,冷凍豬肉餛飩,雲吞,240,11.1,20.5,12.6,428
R2201201,冷凍菜肉餛飩,雲吞,236,9.1,13.3,16.3,693
R2201301,溫州餛飩,大餛飩,145,6.5,11.9,7.9,381
R2201401,豬肉鍋貼,,238,7.8,26.2,11.3,314
R2201501,熟水餃(高麗菜水餃),,199,7.4,19.7,10.1,301
R2300101,冷凍叉燒包,,266,8.8,47,4.8,167
R2300201,冷凍酸菜焢肉包子,,301,8.6,37.2,13.1,343
R2300301,冷凍芋泥包,,263,6.6,51.1,3.6,46
R2300401,冷凍豆沙包,,247,7.4,51.8,1.1,60
R2300501,冷凍芝麻包,,341,7.2,51.7,11.7,24
R2300601,冷凍蓮蓉包,,292,7.9,52.8,5.5,82
R2300701,冷凍叉燒包子,,267,7.1,46,6.1,210
R2300801,冷凍牛肉包子,,269,10.8,46.1,4.6,261
R2300901,冷凍豬肉包子,,266,7.6,38.2,9.2,230
R2301001,冷凍豬肉湯包,,235,10.1,16.3,14.3,447
R2301101,小籠包,,242,9.6,15.9,15.5,248
R2301201,冷凍素菜包子,,234,8.6,41.4,3.8,244
R2301301,竹筍包,,209,6.9,32.9,5.5,348
R2400101,冷凍白饅頭,,279,7.4,57,2.4,91
R2400201,白饅頭,,248,8.1,51.3,1.2,182
R2400301,芋頭饅頭,,155,5.7,31.5,0.6,71
R2400401,花捲,,227,5.7,47,1.9,425
